community_id,lng,lat,population,community_type,SCR,BFD,EWW,SVI,WES,alpha_env,v_robust,v_elderly,v_wheelchair,AI_star_robust,AI_star_elderly,AI_star_wheelchair,occlusion_factor,sidewalk_width_proxy,building_density_500m,floor_count,illusion_level
1,113.916231,22.546877,9265,high_end,0.3210634558321569,0.5506673545729942,4.437928739134149,0.7471131746462365,6.33408510322143,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,21,5,Minor
2,113.93485,22.527444,9949,commodity_housing,0.3606832333711924,0.6735508637884614,4.5245815505377225,0.6251041798473687,6.516135219279469,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.456891983952766,45,26,Minor
3,113.935645,22.528029,5747,high_end,0.3606832333711924,0.6735508637884614,4.5245815505377225,0.6251041798473687,6.516135219279469,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.456891983952766,45,26,Minor
4,113.918479,22.526518,6556,high_end,0.3920841014358002,0.4254413546787016,3.335926813559088,0.5590769498033736,5.442963849085332,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.3383107792813815,142,17,Significant
5,113.957109,22.52315,3775,high_end,0.23771587124355376,0.6540145348099208,4.023434412921687,0.6738411086066934,6.19586616796885,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,5,26,Severe
6,113.92981,22.530638,10989,commodity_housing,0.5209130418272941,0.5524842895970471,3.236603480213531,0.5557462006052906,6.078319425818538,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.672700130621385,189,21,Minor
7,113.953239,22.518945,9863,high_end,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
8,113.931195,22.526954,3064,high_end,0.4341779010510721,0.49626296240390944,3.8208093350991534,0.47684915654054044,5.884895256681042,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,4.435643564356436,167,3,Significant
9,113.929679,22.506525,9184,high_end,0.34405167707701284,0.6153149165252859,3.9780248525134096,0.638998243627425,6.334704342619984,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,3.4808115375213884,88,6,Minor
10,113.92211,22.541586,5731,high_end,0.31582565255014416,0.6850310074250956,4.628277703028822,0.6541101902565145,6.4682748567262,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,28,27,Minor
11,113.930124,22.507264,9938,commodity_housing,0.34405167707701284,0.6153149165252859,3.9780248525134096,0.638998243627425,6.334704342619984,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,3.4808115375213884,88,6,Minor
12,113.952473,22.531496,8116,commodity_housing,0.26727735994490304,0.582886828140196,4.58655854198482,0.8283828750666486,6.415814900318496,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,10,14,Severe
13,113.935223,22.521598,8915,commodity_housing,0.25051069302994855,0.5892877799793177,4.488001704363882,0.7591817149443493,6.243114958926839,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,5.186551646922084,37,27,Severe
14,113.937297,22.539434,8450,commodity_housing,0.266487089155088,0.6550017957188979,4.80400666100692,0.7242702718383812,6.385506300439272,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,23,1,Severe
15,113.936653,22.539844,11901,commodity_housing,0.3234607513502293,0.6692489185315644,4.39236401430768,0.7111220536933381,6.5657486577662745,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,22,1,Minor
16,113.935174,22.532709,4495,commodity_housing,0.28992695491750264,0.5848538105914745,4.465309782135605,0.6115870300940192,6.055089451419232,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,5.031213872832371,50,10,Severe
17,113.934844,22.541922,8855,high_end,0.36363016936784404,0.6354278709141127,4.205597695724659,0.7285261454931069,6.636512476375027,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,43,5,Minor
18,113.919313,22.522586,3202,high_end,0.3171252335965858,0.5323594169678896,3.830993723664595,0.6675615512262693,6.011768422952391,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.105151007805875,58,28,Minor
19,113.946107,22.526839,3659,high_end,0.24293859561438025,0.6100664206208883,4.446366395676875,0.6665691557435045,6.08712014988237,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,5,6,Severe
20,113.932012,22.524139,4959,high_end,0.2994693263228399,0.5539795841701715,4.289614925007575,0.7147276023327969,6.212812144059542,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,3.7586547972304647,56,31,Severe
21,113.954585,22.544935,9287,commodity_housing,0.3264175362359375,0.6513966175500316,4.325255348979077,0.6741709444971764,6.456086041577245,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,7.077036490969407,17,28,Minor
22,113.955945,22.541872,10158,high_end,0.321899150508406,0.6086081125142851,4.807666921938547,0.657728325722076,6.3026743842550825,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,7.545754173477318,21,20,Minor
23,113.951568,22.513775,11445,commodity_housing,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
24,113.943167,22.541014,3956,commodity_housing,0.2714984025440294,0.5784530120319674,3.888746092153803,0.6651023381855669,6.021298721679267,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,18,6,Severe
25,113.934599,22.509815,7555,high_end,0.23213436200898696,0.69415887017007,4.982970372450584,0.7038392234943603,6.339478708440857,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,4.193912691884055,46,35,Severe
26,113.94876,22.516912,7893,commodity_housing,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
27,113.918984,22.528081,5205,commodity_housing,0.3920841014358002,0.4254413546787016,3.335926813559088,0.5590769498033736,5.442963849085332,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.3383107792813815,142,17,Significant
28,113.945794,22.522781,3606,high_end,0.34065770104009163,0.674727396181664,4.111036927951903,0.7244023030685088,6.6575961997114526,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,5,25,Minor
29,113.940267,22.520858,9709,commodity_housing,0.30455291648289173,0.6499032119535807,4.264078036241905,0.6751426479082974,6.3887020751492205,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,47,Minor
30,113.910596,22.525177,11096,high_end,0.2455769297832933,0.5920562629698228,4.522572517832725,0.6689901913038238,6.054851829382084,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,3.7774030354131534,97,27,Severe
31,113.943953,22.505433,9655,high_end,0.23976079697583366,0.6848521162105895,4.763952303555161,0.8009610230191924,6.53333472749236,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,11,35,Severe
32,113.94845,22.537015,7146,commodity_housing,0.2823173954012447,0.6498011760037832,4.496331225333083,0.590116111954014,6.15168735012122,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,6.535799387268808,26,22,Severe
33,113.936027,22.528199,6124,commodity_housing,0.30225397920839964,0.6360575002198721,4.5349721372988085,0.6480785867922748,6.293062861759429,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.8944055532678385,38,2,Minor
34,113.918374,22.538354,10987,commodity_housing,0.33459610771192244,0.7209638330404338,4.652497245293841,0.6290295256932117,6.564256957123274,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.955056179775282,105,4,Minor
35,113.925233,22.535207,4081,commodity_housing,0.33459610771192244,0.7209638330404338,4.652497245293841,0.6290295256932117,6.564256957123274,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.955056179775282,105,4,Minor
36,113.925657,22.516953,3580,commodity_housing,0.45731173796023644,0.48909441705061985,3.072539348084966,0.5902548258617067,5.695518000783776,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,4.521620701395982,248,9,Significant
37,113.938237,22.528294,9617,high_end,0.3352588870330014,0.7378754458576937,4.341833557394604,0.6597199688593627,6.6699052134619645,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,6.431442608307281,26,32,Minor
38,113.960374,22.535904,5849,commodity_housing,0.2703076283143658,0.5956592994859901,4.384692215715922,0.6661570227035165,6.132385179065105,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,13,12,Severe
39,113.928049,22.512219,9303,commodity_housing,0.49483242660681676,0.39592049841635135,2.8825756321672213,0.5407665871970972,5.357441470360037,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,4.701323861801743,363,7,Significant
40,113.920245,22.531962,8387,high_end,0.41146288892883864,0.4719200066145019,4.097309744640293,0.654769693706083,6.2237280707349365,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.500353190487402,145,12,Significant
41,113.937558,22.529191,11967,commodity_housing,0.30225397920839964,0.6360575002198721,4.5349721372988085,0.6480785867922748,6.293062861759429,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.8944055532678385,38,2,Minor
42,113.915605,22.528483,3412,commodity_housing,0.3920841014358002,0.4254413546787016,3.335926813559088,0.5590769498033736,5.442963849085332,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.3383107792813815,142,17,Significant
43,113.920887,22.535363,8073,high_end,0.33459610771192244,0.7209638330404338,4.652497245293841,0.6290295256932117,6.564256957123274,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.955056179775282,105,4,Minor
44,113.916034,22.537072,5914,high_end,0.33459610771192244,0.7209638330404338,4.652497245293841,0.6290295256932117,6.564256957123274,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.955056179775282,105,4,Minor
45,113.934175,22.530675,3717,commodity_housing,0.35485176915286587,0.566814644608189,4.15126734815364,0.5934804861242671,6.168552891227605,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.845885821495577,112,6,Minor
46,113.932532,22.536866,8588,high_end,0.313736116010117,0.666720966491541,4.512347030041558,0.6417967672287077,6.391604298716619,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,6.387706677714586,52,6,Minor
47,113.933389,22.528056,7846,high_end,0.3830248179794547,0.5332553431622827,3.7467405519119987,0.6538391187899726,6.131603894369015,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.562118126272912,125,1,Minor
48,113.929428,22.530791,9938,high_end,0.5209130418272941,0.5524842895970471,3.236603480213531,0.5557462006052906,6.078319425818538,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.672700130621385,189,21,Minor
49,113.927695,22.535372,4324,commodity_housing,0.33660348019276104,0.6359718662564393,4.653339038187559,0.5774817186834483,6.254703543586278,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,7.874416631310988,57,1,Minor
50,113.923913,22.523738,7268,commodity_housing,0.25079137843088484,0.6823323291837801,4.473286011845573,0.5764117308831569,6.111028420018418,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,4.354546463040343,45,9,Severe
51,113.944202,22.509304,4214,high_end,0.23088190413509885,0.6480193407533739,4.3604209083988685,0.6423692295527341,6.0974325233941995,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,9,2,Severe
52,113.943806,22.502073,4852,high_end,0.23976079697583366,0.6848521162105895,4.763952303555161,0.8009610230191924,6.53333472749236,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,11,35,Severe
53,113.909399,22.518991,6486,commodity_housing,0.33707303395895827,0.5640619789098577,4.035764768493855,0.6817775801555668,6.284929209462653,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.196044711951848,121,6,Minor
54,113.936566,22.527584,10575,commodity_housing,0.2656188641511535,0.6105224822866999,4.147868232889267,0.5943164678070951,6.011795733784401,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,4.806203005754302,39,5,Severe
55,113.925118,22.541016,9042,commodity_housing,0.31582565255014416,0.6850310074250956,4.628277703028822,0.6541101902565145,6.4682748567262,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,28,27,Minor
56,113.936429,22.529584,8713,commodity_housing,0.37486414413318786,0.6747761362822364,4.194680306454887,0.7670565370282574,6.845645847161669,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.254305166199439,40,21,Minor
57,113.946034,22.517194,5193,high_end,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
58,113.942603,22.513997,4633,high_end,0.385200630417519,0.681238788378232,4.3314455729765635,0.7075740481840872,6.7738469585663115,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,8,2,Minor
59,113.962906,22.52795,7809,high_end,0.2042148549746612,0.6762056723617625,4.0311330987135925,0.6387773258698435,6.080713397568077,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,7.402695043664334,19,2,Severe
60,113.934102,22.533732,7976,high_end,0.31383309817000393,0.6522334752984991,4.576473646444613,0.7012872775863308,6.4746575379289215,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.891698621618821,58,2,Minor
61,113.911981,22.531467,11580,commodity_housing,0.41146288892883864,0.4719200066145019,4.097309744640293,0.654769693706083,6.2237280707349365,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.500353190487402,145,12,Significant
62,113.920562,22.510689,9881,high_end,0.36192955271446925,0.412775194307402,3.708423277661921,0.7517990577225121,5.939089307895637,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.979381443298969,144,28,Significant
63,113.943036,22.522476,7637,commodity_housing,0.34065770104009163,0.674727396181664,4.111036927951903,0.7244023030685088,6.6575961997114526,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,5,25,Minor
64,113.947339,22.521867,8971,commodity_housing,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
65,113.930503,22.523001,9238,high_end,0.3670793487745877,0.5472449906338982,4.700695472898055,0.6606655065701346,6.290681536048778,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,3.305308671631035,85,3,Minor
66,113.914194,22.540901,7188,high_end,0.3210634558321569,0.5506673545729942,4.437928739134149,0.7471131746462365,6.33408510322143,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,21,5,Minor
67,113.929525,22.536047,5593,commodity_housing,0.3388260236996549,0.5885967224548556,4.053344735745125,0.6834554014666779,6.354880680169459,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,7.235354573484071,65,6,Minor
68,113.933411,22.526352,5878,commodity_housing,0.3941551011402624,0.5766102876011714,3.7220138778815044,0.6198080731270132,6.189865842353682,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.382165605095541,128,11,Minor
69,113.937344,22.533373,11150,high_end,0.37954849241869504,0.6129412673689356,4.628645903133322,0.7286711599979737,6.628340965674372,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.164667393675027,36,18,Minor
70,113.947894,22.542281,5797,high_end,0.2897567502374347,0.6458796643416415,4.401682319613321,0.6276394733510946,6.239248358268598,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,6.068965517241379,32,9,Severe
71,113.935357,22.53553,4296,high_end,0.3337604158867369,0.6532958719891774,4.825571503996789,0.7630115850558179,6.66054409774479,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,6.454401383086012,41,1,Minor
72,113.919179,22.517452,3232,high_end,0.33707303395895827,0.5640619789098577,4.035764768493855,0.6817775801555668,6.284929209462653,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.196044711951848,121,6,Minor
73,113.934654,22.515918,5739,high_end,0.3022925359202986,0.6105841820185678,3.6496111843348835,0.7337595043108026,6.1818640616382226,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,3.832734468572619,68,31,Minor
74,113.929771,22.523903,4733,commodity_housing,0.3158323843525099,0.5904118388459338,4.189565338565506,0.6366139238555868,6.1967545978835386,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,3.3817701453104365,95,33,Minor
75,113.923645,22.526237,8966,commodity_housing,0.3564122813322095,0.5205656556087122,4.1507385111145405,0.5282094527918225,5.927069888602054,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.027214250371103,126,26,Minor
76,113.94908,22.521307,9316,commodity_housing,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
77,113.935153,22.531212,4917,commodity_housing,0.3293701735609844,0.6245579073272899,4.81423082892191,0.7229533387817972,6.495411966564772,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.74857206854071,52,9,Minor
78,113.933052,22.53122,5219,high_end,0.3603674999449053,0.5424348877422531,3.7025263262476664,0.5784296643128852,5.908128001720911,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.043849253377577,132,10,Minor
79,113.936071,22.511357,10984,commodity_housing,0.32832608751576686,0.6225705851673086,4.09845093564251,0.7734861136277444,6.588376952721061,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.606573223779604,28,36,Minor
80,113.940731,22.527673,5560,high_end,0.2932727571600068,0.5692856474369341,4.235993222975908,0.7182982389409657,6.239628867954287,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,6.672313807258749,23,25,Severe
81,113.935071,22.505613,10546,high_end,0.23213436200898696,0.69415887017007,4.982970372450584,0.7038392234943603,6.339478708440857,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,4.193912691884055,46,35,Severe
82,113.929827,22.516451,9943,commodity_housing,0.417157888969033,0.39671141476533756,3.7734373396382344,0.6389354015340885,5.879521344162516,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,3.8892307692307697,157,18,Significant
83,113.928262,22.536646,7018,commodity_housing,0.3316005021811848,0.512927454337105,4.059164156006886,0.6279986033502716,6.033117349086861,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,50,1,Minor
84,113.94925,22.545066,8408,high_end,0.30862637296629564,0.6553023713805117,4.076746254241398,0.6688025016796026,6.401740050709373,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.981271586320961,39,45,Minor
85,113.929179,22.506992,7612,high_end,0.40753334929134777,0.5673647159170315,3.425208906633201,0.5451787536988582,5.872124911710089,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.10442965343126,277,12,Minor
86,113.942742,22.535988,6719,high_end,0.25447504137831645,0.5482785054234728,4.882717616123875,0.6640225936315256,5.962166574956683,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,17,11,Severe
87,113.922723,22.51294,8779,commodity_housing,0.4649326620503874,0.44829119712417864,3.062607458763103,0.5564594549727855,5.54257455063412,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.646890636168693,394,6,Significant
88,113.915843,22.511121,3984,commodity_housing,0.36192955271446925,0.412775194307402,3.708423277661921,0.7517990577225121,5.939089307895637,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.979381443298969,144,28,Significant
89,113.954302,22.517191,11795,high_end,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
90,113.931979,22.528964,6417,high_end,0.273869233075152,0.5296619291001828,3.7696627717914035,0.6522529631049605,5.806307680555461,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,5.005586592178771,167,11,Severe
91,113.926728,22.521339,7212,high_end,0.3507921178763649,0.680493766016664,4.287520858802372,0.7008767207181016,6.655364210106958,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,3.422050197518056,66,22,Minor
92,113.946542,22.521932,11609,high_end,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
93,113.93518,22.544173,9320,commodity_housing,0.3137477540742282,0.625803952267437,3.8701104450974624,0.7309941997365063,6.386560570550204,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,38,5,Minor
95,113.933449,22.526941,5079,high_end,0.3941551011402624,0.5766102876011714,3.7220138778815044,0.6198080731270132,6.189865842353682,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.382165605095541,128,11,Minor
96,113.929537,22.547233,9645,commodity_housing,0.3152562836984271,0.6510764416725925,4.250529903401086,0.6091982377225689,6.2918564307219,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,6.87515945804407,39,7,Minor
97,113.933931,22.529824,9305,high_end,0.31303347718999863,0.6326254120296385,4.2457755024423465,0.7204900474580993,6.46164405656029,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.0,82,7,Minor
98,113.934589,22.527362,8954,high_end,0.3606832333711924,0.6735508637884614,4.5245815505377225,0.6251041798473687,6.516135219279469,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,4.456891983952766,45,26,Minor
99,113.946851,22.517873,5538,commodity_housing,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
100,113.921203,22.512695,7242,high_end,0.5270287895755117,0.4433053887928543,3.747867952489466,0.5403351188659795,6.112437548746545,0.82,0.9839999999999999,0.5903999999999999,0.39359999999999995,21.95121951219514,103.25203252032522,204.87804878048786,0.0,5.6515705815567046,279,2,Significant
101,113.949807,22.518685,7566,high_end,0.3504411361997444,0.6183850889038023,4.543750274718216,0.7041829598134707,6.505652050485679,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,8.0,1,3,Minor
103,113.942448,22.529059,10368,commodity_housing,0.27597874050399096,0.6678102662169421,4.938113605947148,0.7263860216233539,6.450233930301036,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,8.0,15,9,Severe
104,113.938602,22.53472,9981,high_end,0.2574952689220939,0.7633185692285998,3.544293868236864,0.5958275665928244,6.087621030671471,0.65,0.78,0.46799999999999997,0.31200000000000006,53.84615384615383,156.41025641025647,284.6153846153845,0.0,6.320484230646703,30,8,Severe
105,113.923467,22.535811,9136,commodity_housing,0.33459610771192244,0.7209638330404338,4.652497245293841,0.6290295256932117,6.564256957123274,1.0,1.2,0.72,0.48,0.0,66.66666666666666,150.0,0.0,5.955056179775282,105,4,Minor
